SMILES,MolWt,LogP,HBD+HBA,TPSA,RotatableBonds,LogS
Cc1cc(C)c(O)c(C)c1,136.194,2.3174600000000005,2,20.23,0,0.48202306788465366
CN1CC(O)N(C1=O)c2nnc(s2)C(C)(C)C,256.33099999999996,1.0257999999999998,6,69.56,1,0.5646076302526988
CN(C)c2c(C)n(C)n(c1ccccc1)c2=O ,231.299,1.55042,4,30.17,2,1.2868645254136961
CCCOC(=O)CCC,130.18699999999998,1.7397,2,26.3,4,0.6252332916442697
CCCCCCCCCCCCCCCCCCO,270.50099999999986,6.240200000000008,2,20.23,16,-2.5492600016938876
c1cc2ccc3cccc4ccc(c1)c2c34,202.25599999999997,4.584000000000002,0,0.0,0,-1.4875948762226
CC(C)CC(C)C,100.20499999999998,2.6885000000000012,0,0.0,2,-0.5729589138111849
c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,300.266,1.3295999999999997,10,107.22000000000001,0,0.17173424973881862
C1c2ccccc2c3ccc4ccccc4c13,216.283,4.411000000000003,0,0.0,0,-1.7281880521387547
C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),286.156,-4.819399999999998,14,191.0,1,0.5106651126365768
CCCCCCCO,116.204,1.9491,2,20.23,5,0.5965912468923464
CCCCCCCCCCCCCC,198.39399999999995,5.707400000000006,0,0.0,11,-2.3392183401797833
CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,301.34200000000004,3.6038000000000023,5,56.790000000000006,7,-0.7830005753252887
CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O ,290.44699999999995,3.9591000000000034,3,37.3,0,-0.8035273740641671
c1ccc2c(c1)c3cccc4cccc2c34,202.25599999999997,4.487200000000002,0,0.0,0,-1.4035782116169584
OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,323.13200000000006,0.909,8,112.70000000000002,6,0.4529036557201982
Fc1ccccc1Br,175.0,2.5882000000000005,0,0.0,0,0.17173424973881862
CCCC1C(=O)N3N(C1=O)c2cc(C)ccc2N=C3N(C)C ,300.3620000000001,2.0642199999999997,4,56.220000000000006,2,-0.22829964196304237
CCCCCCCC(=O)OC,158.24099999999999,2.5199000000000007,2,26.3,6,-0.052628434151246475
Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,328.84299999999996,5.316700000000004,2,32.34,4,-1.3630019815517338
C1CCc2ccccc2C1,132.20599999999996,2.5654000000000003,0,0.0,0,-0.6254693291897109
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,290.323,2.572400000000001,7,85.25,4,-0.8703588118186544
CON(C)C(=O)Nc1ccc(Cl)cc1,214.652,2.365100000000001,3,41.57,2,0.23379201336798575
NS(=O)(=O)c2cc1c(NCNS1(=O)=O)cc2Cl ,297.745,-0.35129999999999945,8,118.35999999999999,1,0.2051499686160625
ClC(Cl)(Cl)C(Cl)(Cl)Cl,236.74,3.7268,0,0.0,0,-0.29131214041727327
Cc1ccc(Cl)cc1,126.586,2.6484200000000007,0,0.0,0,-0.00966536702336172
Oc1ccc(Cl)cc1,128.558,2.0456,2,20.23,0,1.126469074802926
Oc1c(I)cc(C#N)cc1I,370.91499999999996,2.4730799999999995,3,44.019999999999996,0,-0.26267009566535005
Cc1ccc2cc(C)ccc2c1,156.228,3.456640000000002,0,0.0,0,-0.8737003837063786
Oc1ccc(cc1)C2(OC(=O)c3ccccc23)c4ccc(O)cc4 ,318.32800000000003,3.560100000000002,6,66.76,2,0.07626076723240802
Clc1ccccc1N(=O)=O,157.55599999999998,2.2481999999999998,2,43.14,1,0.24333936161862682
CC12CC2(C)C(=O)N(C1=O)c3cc(Cl)cc(Cl)c3,284.142,3.2829000000000024,2,37.38,1,-0.8307373165784938
CC1CCCCC1,98.18900000000001,2.5866000000000007,0,0.0,0,-0.37723827467304305
CSCS(=O)CC(CO)NC(=O)C=Cc1c(C)[nH]c(=O)[nH]c1=O,361.4450000000001,-1.068879999999999,10,132.11999999999998,8,0.5149614193493652
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,418.7360000000001,5.551820000000002,2,26.3,4,-2.0341805635718013
Oc1cccc(Cl)c1Cl,163.003,2.699,2,20.23,0,0.8400486272836938
CCCC1CCCC1,112.21600000000001,2.976700000000002,0,0.0,2,-0.8020952718265708
Nc3ccc2cc1ccccc1cc2c3 ,193.249,3.5752000000000015,2,26.02,0,-1.0073632592153536
Clc1ccc(c(Cl)c1)c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,395.3270000000001,7.9274000000000004,0,0.0,1,-2.3201236436785013
CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 ,296.374,3.1797200000000014,5,48.47,2,-0.86463040286827
c1(C(C)(C)C)cc(C(C)(C)C)cc(OC(=O)NC)c1,263.381,3.999800000000003,3,38.33,1,-0.563411565560544
CCCCI,184.01999999999998,2.2215,0,0.0,2,0.047618722480484765
CCCC(O)CCC,116.204,1.9475,2,20.23,4,0.7923118860304884
CNC(=O)Oc1ccccc1OC(C)C,209.24499999999998,2.192,4,47.56,3,0.48202306788465366
Clc1ccc(cc1)N(=O)=O,157.55599999999998,2.2482000000000006,2,43.14,1,0.06671341898176693
C1c2ccccc2c3ccccc13,166.22299999999998,3.2578000000000014,0,0.0,0,-0.9262107990849047
CCC1(C(=O)NCNC1=O)c2ccccc2,218.256,0.5378999999999994,4,58.2,2,0.20037629449074185
CNC(=O)Oc1ccccc1C(C)C,193.24599999999998,2.528200000000001,3,38.33,2,0.09392336149609395
CCC(C)C(=O)C,100.16099999999999,1.6215,1,17.07,2,1.1407900971788876
CCc1cccc(CC)c1N(COC)C(=O)CCl ,269.77199999999993,2.9871000000000016,2,29.54,6,-0.09559150127913124
O=C(Nc1ccccc1)Nc2ccccc2,212.25199999999998,3.3306000000000013,3,41.13,2,-0.043081085900605394
Cn1ccc(=O)[nH]c1=O,126.115,-0.9264000000000001,4,54.86,0,1.0753907616619962
CCc1ccccn1,107.15599999999998,1.644,1,12.89,1,1.7040836439667109
CCCCCCCI,226.101,3.3918000000000026,0,0.0,5,-0.8355109907038143
c1ccc2ncccc2c1,129.16199999999998,2.2348,1,12.89,0,0.8400486272836938
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,229.71500000000003,2.1655999999999995,7,62.730000000000004,4,-0.654111373941634
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,231.893,4.0058,2,20.23,0,-0.1481019166576573
OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O,366.84400000000016,5.505100000000005,4,54.37,2,-1.3706398601522467
CC(=C)C(=C)C,82.146,2.1386000000000003,0,0.0,1,0.31494447349843485
COc2cnc1cncnc1n2,162.152,0.42839999999999984,5,60.790000000000006,1,1.0262219181711947
Nc1ccccc1N(=O)=O,138.126,1.177,4,69.16,1,0.5249861350125384
Clc1ccc(Cl)c(Cl)c1Cl,215.894,4.3002,0,0.0,0,-0.7209428116961217
Cc1ncc(N(=O)=O)n1CCO ,171.15599999999998,0.09201999999999994,6,81.19,3,0.8591433237849759
CC(C)OC(=O)Nc1cccc(Cl)c1,213.66400000000002,3.2969000000000017,3,38.33,2,-0.15287559078297772
CC(=O)OCC(=O)C3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,372.5050000000002,4.266700000000004,4,60.440000000000005,3,-0.7495848564480447
COc1ccc(Cl)cc1,142.585,2.3486000000000002,1,9.23,1,0.1335448567362545
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,410.4570000000002,1.8436999999999997,8,94.83,2,-1.2188370229670538
CCOP(=S)(OCC)Oc1cc(C)nc(n1)C(C)C,304.35200000000003,3.5847200000000026,6,53.47,7,-0.27699111804131177
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,314.46900000000005,4.723500000000005,2,34.14,1,-0.6493376998163135
Cc1cccc(C)n1,107.156,1.69844,1,12.89,0,1.6754415992147877
Nc1ccccc1,93.12899999999999,1.2688000000000001,2,26.02,0,1.2649056244372214
CC(=O)Nc1ccc(O)cc1,151.165,1.3505999999999998,4,49.33,1,0.9689378286673483
ClCC(C)C,92.569,1.8812,0,0.0,1,0.5058914385112563
Cc1c(C)c2c3ccccc3ccc2c4ccccc14,256.348,5.763040000000004,0,0.0,0,-1.8857192982743323
COC(=O)c1cccnc1 ,137.138,0.8681999999999999,3,39.19,1,1.241037253810619
Fc1cccc(Br)c1,175.0,2.5882000000000005,0,0.0,0,0.18605527211478035
o1c2ccccc2c3ccccc13,168.195,3.586000000000002,1,13.14,0,-0.7352638340720831
CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C,246.30599999999995,2.419600000000001,3,43.370000000000005,0,-0.014439041148682153
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,466.47900000000016,5.630000000000004,9,55.38000000000001,10,-1.516714288387055
Cc1ccc2cc3ccccc3cc2c1,192.261,4.301420000000002,0,0.0,0,-1.8618509276477297
Nc2cccc3nc1ccccc1cc23 ,194.23700000000002,2.970200000000001,3,38.91,0,-0.5538642173099027
COC(=O)c1ccc(O)cc1,152.149,1.1788,4,46.53,1,0.5884760008793015
CCCCC,72.151,2.1965000000000003,0,0.0,2,-0.057402108276567124
Clc1cc(Cl)c(cc1Cl)c2cc(Cl)c(Cl)cc2Cl ,360.88200000000006,7.274000000000001,0,0.0,1,-2.625638787699016
CSSC,94.20400000000001,1.6274,2,0.0,1,0.7732171895292063
Cc1cc(no1)C(=O)NNCc2ccccc2,231.25500000000002,1.41762,6,67.16,4,0.28582506133397956
c1ccc2ccccc2c1,128.17399999999995,2.839800000000001,0,0.0,0,-0.2578964215400296
CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2,414.82700000000017,1.1715999999999998,9,127.79,8,-0.7238070161713142
Brc1cc(Br)c(Br)cc1Br,393.69800000000004,4.7366,0,0.0,0,-1.8713982758983712
c1ccc2cc3ccccc3cc2c1,178.23399999999995,3.993000000000002,0,0.0,0,-1.570656806003177
CC,30.07,1.0262,0,0.0,0,0.8114065825317706
Cc1ccc2ccccc2c1,142.201,3.148220000000001,0,0.0,0,-0.3390488816704787
Oc2ccc1ncccc1c2 ,145.161,1.9403999999999997,3,33.120000000000005,0,0.4295126525061276
Cc1c2ccccc2c(C)c3ccc4ccccc4c13,256.348,5.763040000000005,0,0.0,0,-1.8904929723996529
c1ccccc1n2ncc(N)c(Br)c2(=O),266.098,1.5771999999999997,5,60.910000000000004,1,-0.0321016354123681
CCCCC(=O)OC,116.15999999999998,1.3496000000000001,2,26.3,3,0.8209539307824116
CCCC(=O)OCC,116.15999999999998,1.3496000000000001,2,26.3,3,0.8114065825317706
Nc1nccs1 ,100.14599999999999,0.7253000000000001,4,38.91,0,1.2887739950638242
CCCOC(=O)c1ccc(N)cc1,179.21899999999997,1.8356,4,52.32,3,0.290121368046768
CCN2c1ccccc1N(C)C(=S)c3cccnc23 ,269.373,3.3649000000000022,3,19.37,1,-0.7858647798004811
OC(CC(c1ccccc1)c3c(O)c2ccccc2oc3=O)c4ccc(cc4)c5ccc(Br)cc5 ,527.4140000000002,7.183700000000006,6,70.67,6,-0.661271885129615
O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,252.27300000000002,1.7695999999999998,4,58.2,2,-0.49514802556846044
CCC#C,54.09199999999999,1.0295999999999998,0,0.0,0,0.868690672035617
Clc1ccccc1c2ccccc2Cl ,223.102,4.660400000000002,0,0.0,1,-1.055100000468559
OCC1OC(C(O)C1O)n2cnc3c(O)ncnc23,268.22900000000004,-1.8566000000000003,13,133.75,2,0.8734643461609375
Cc1cccc2c1Cc3ccccc32,180.25000000000003,3.566220000000002,0,0.0,0,-1.0312316298419564
Nc1ccccc1Cl,127.574,1.9222,2,26.02,0,0.735027796526642
C1N(C(=O)NCC(C)C)C(=O)NC1,185.22699999999998,0.37720000000000026,4,61.440000000000005,2,0.4342863266314482
CCCCOC,88.14999999999999,1.4329,1,9.23,3,0.9880325251686305
CCCCCCCCBr,193.128,3.741800000000003,0,0.0,6,-0.9548528438368277
c1c(NC(=O)OC(C)C(=O)NCC)cccc1,236.271,1.7597,5,67.42999999999999,4,0.5870438986417054
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n2cncn2,293.754,3.1243000000000016,5,57.010000000000005,4,-0.26267009566535005
CCCCC#C,82.14599999999999,1.8098,0,0.0,2,0.334039169999717
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,392.4670000000002,1.8957000000000002,8,94.83,2,-0.25312274741470897
Ic1ccccc1,204.01000000000002,2.2912,0,0.0,0,0.02375035185388217
Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl ,360.88200000000006,7.274000000000001,0,0.0,1,-2.363086710806386
CC12CCC3C(CCC4=CC(=O)CCC34C)C2CCC1O,288.431,3.879200000000003,3,37.3,0,-0.4583907348034919
C1CCC2CCCCC2C1,138.254,3.3668000000000022,0,0.0,0,-1.016910607465995
Cc1ccccc1O,108.13999999999999,1.70062,2,20.23,0,1.16465846780549
Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,429.77200000000016,8.580799999999998,0,0.0,1,-2.912059235218248
OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,321.163,3.101300000000001,5,61.690000000000005,1,-0.25980589119015784
O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2 ,292.33400000000006,3.9668000000000028,4,50.44,1,0.10490281198433125
O2c1cc(C)ccc1N(C)C(=O)c3cc(N)cnc23 ,255.277,2.35452,5,68.45,0,0.007997227240324228
Oc1ccc(Cl)c(Cl)c1Cl,197.448,3.3524000000000003,2,20.23,0,0.18605527211478035
CC(C)C,58.123999999999995,1.6622999999999999,0,0.0,0,0.24333936161862682
c1ccc2cc3c4cccc5cccc(c3cc2c1)c45,252.31599999999997,5.640400000000003,0,0.0,0,-2.592223068821772
Cc1cccc2ccccc12,142.201,3.148220000000002,0,0.0,0,-0.30563316279323505
Clc1ccc(cc1)c2cccc(Cl)c2Cl ,257.547,5.313800000000001,0,0.0,1,-1.5420147612512538
CCCCC(=O)OCC,130.18699999999998,1.7397,2,26.3,4,0.38654958537824285
CC(=O)CCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3,322.36400000000003,2.966800000000001,3,57.690000000000005,5,-0.10036517540445189
Clc1ccc(Cl)c(c1)c2cccc(Cl)c2Cl ,291.9920000000001,5.967200000000002,0,0.0,1,-1.6279408955070234
c1(OC)ccc(CC=C)cc1,148.205,2.4237,1,9.23,3,0.06671341898176693
CC2=CC(=O)c1ccccc1C2=O ,172.18299999999996,2.0119000000000002,2,34.14,0,0.01420300360324109
OCC(O)COC(=O)c1ccccc1Nc2ccnc3cc(Cl)ccc23,372.80800000000016,3.141800000000001,9,91.67999999999999,6,-0.721420179108654
COc1ccc(NC(=O)N(C)C)cc1Cl,228.67899999999997,2.4421,3,41.57,2,0.23665621784317797
COCOC,76.095,0.23670000000000002,2,18.46,2,1.6897626215907493
CC1(OC(=O)N(C1=O)c2cc(Cl)cc(Cl)c2)C=C,286.11400000000003,3.4213000000000022,3,46.61,2,-0.8904082431450006
Oc1c(Br)cc(C#N)cc1Br ,276.91499999999996,2.78888,3,44.019999999999996,0,-0.12900722015637514
CC(=O)c1ccccc1,120.15099999999995,1.8892,1,17.07,1,0.8495959755343349
ClC4=C(Cl)C5(Cl)C3C1CC(C2OC12)C3C4(Cl)C5(Cl)Cl,380.913,4.481400000000002,1,12.53,0,-1.5420147612512538
CCC(C(CC)c1ccc(O)cc1)c2ccc(O)cc2,270.372,4.785200000000005,4,40.46,5,-0.654111373941634
CCCOC,74.12299999999999,1.0428,1,9.23,2,1.2744529726878626
O=N(=O)c1cc(cc(c1)N(=O)=O)N(=O)=O,213.10499999999996,1.4112,6,129.42000000000002,3,0.08103444135772844
CN(C)C(=O)Nc1ccc(C)c(Cl)c1,212.67999999999998,2.7419200000000012,2,32.34,1,-0.20204443427377936
CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2,268.36,3.767700000000003,2,32.34,3,-0.13855456840701622
NNc1ccccc1,108.14399999999998,0.9722000000000002,4,38.05,1,1.4940419824526072
c1c(NC(=O)c2ccccc2(I))cccc1,323.133,3.5435000000000016,2,29.1,2,-0.5490905431845823
CCCCCC=C,98.189,2.752700000000001,0,0.0,4,-0.31995418516919655
Oc1cccc(c1)N(=O)=O,139.10999999999999,1.3003999999999998,4,63.37,1,0.9784851769179892
c1ccc2c(c1)cc3ccc4cccc5ccc2c3c45,252.31599999999997,5.737200000000003,0,0.0,0,-2.691992858040971
CN(C)C(=O)SCCCCOc1ccccc1,253.367,3.2604000000000024,3,29.540000000000003,6,-0.41399556543801114
C=Cc1ccccc1,104.15199999999997,2.3296,0,0.0,1,0.11445016023497233
CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,302.4580000000001,4.269300000000004,3,37.3,0,-0.44836601914031904
CCCOC(=O)C,102.13299999999998,0.9595,2,26.3,2,1.1169217265522848
OC3N=C(c1ccccc1)c2cc(Cl)ccc2NC3=O ,286.718,2.4478999999999997,5,61.690000000000005,1,-0.42592975075131245
ON=Cc1ccc(o1)N(=O)=O ,156.09699999999998,0.9959,6,88.87,2,0.4151916301301661
Nc1ccc(Cl)cc1,127.574,1.9222,2,26.02,0,0.6681963587721546
CC(C)CO,74.12299999999999,0.6347,2,20.23,1,1.508363004828569
CCCCCCC(C)O,130.231,2.3376000000000006,2,20.23,5,0.46292837138337145
c1ccccc1O,94.11299999999999,1.3922,2,20.23,0,1.4606262635753635
ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,332.57000000000005,2.8260000000000005,4,63.24,3,-0.9405318214608663
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,293.548,3.127600000000002,3,41.57,2,-0.4125634632004149
CN(C)C(=S)SSC(=S)N(C)C ,240.44400000000002,2.0608,4,6.48,0,-0.4011066452996456
CCOC=O,74.07900000000001,0.17930000000000001,2,26.3,2,1.5322313754551715
NC(=O)c1cccnc1 ,122.12699999999997,0.18050000000000016,3,55.980000000000004,1,1.7518203852199161
CC(=O)OCC(COC(=O)C)OC(=O)C,218.20499999999998,0.044299999999999784,6,78.9,5,1.1742058160561313
CCCCCCCC(=O)OCC,172.26799999999997,2.910000000000001,2,26.3,7,-0.15764926490829836
CCC(=O)Nc1ccc(Cl)c(Cl)c1,218.08299999999997,3.3419000000000016,2,29.1,2,0.028524025979202606
c1ccncc1,79.10199999999998,1.0816,1,12.89,0,1.8234254970997243
COP(=S)(OC)SCC(=O)N(C)C=O,257.27299999999997,0.8516999999999999,6,55.84,6,0.5082782755739165
O=N(=O)OCC(CON(=O)=O)ON(=O)=O ,227.08499999999998,-1.0200999999999996,9,157.11,8,0.40087060775420436
Cc1c[nH]c(=O)[nH]c1=O ,126.115,-0.6283800000000002,4,65.72,0,0.7417109403020907
CCCC(C)CO,102.17699999999999,1.4149,2,20.23,3,0.9307484356647839
CCCBr,122.993,1.7913000000000001,0,0.0,1,0.6347806398949107
CCOc1ccc(NC(=O)C)cc1,179.219,2.0437,3,38.33,3,0.3388128441250374
Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,257.547,5.313800000000001,0,0.0,1,-1.5229200647499717
COc1ccccc1N(=O)=O,153.13699999999997,1.6033999999999997,3,52.37,2,0.5249861350125384
CCNc1nc(NC(C)C)nc(OC)n1,211.26899999999998,1.1322999999999996,8,71.96000000000001,5,0.4657925758585637
C=CC#N,53.06399999999999,0.6959799999999999,1,23.79,0,1.5322313754551715
CC(C)Cl,78.542,1.6336,0,0.0,0,0.7875382119051679
O=N(=O)c1ccccc1N(=O)=O,168.10799999999995,1.503,4,86.28,2,-0.0192127152740028
ClC(=C)Cl,96.94399999999999,1.9352,0,0.0,0,0.6777437070227956
CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O,268.356,3.7375000000000025,3,37.3,0,-1.0608284094189437
CCCC(C)(C)O,102.17699999999998,1.5574,2,20.23,2,1.2267162314346574
Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ,360.88200000000006,7.274000000000001,0,0.0,1,-2.0671189150365126
CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,345.22600000000017,4.217000000000003,5,57.26,3,-1.2584585182072143
CCC=O,58.08,0.5952999999999999,1,17.07,1,1.7374993628439546
CC1=CC(=O)CC(C)(C)C1 ,138.20999999999998,2.3218000000000005,1,17.07,0,0.9546168062913867
CCCO,60.096,0.3887,2,20.23,1,1.7565940593452367
CC(C)c1ccc(C)cc1,134.22199999999998,3.118420000000002,0,0.0,1,-0.3390488816704787
CCCC(=O)CC,100.16099999999999,1.7656,1,17.07,3,1.064411311173759
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2,434.29400000000015,6.317080000000003,4,59.32000000000001,6,-2.041818442172314
COc1cc(cc(OC)c1O)C6C2C(COC2=O)C(OC4OC3COC(C)OC3C(O)C4O)c7cc5OCOc5cc67,588.5620000000001,1.338599999999999,16,160.83,5,-0.2440527665766001
C1OC1c2ccccc2 ,120.15099999999995,1.7579,1,12.53,1,0.6968384035240777
C1CCCCC1,84.162,2.3406000000000002,0,0.0,0,-0.0192127152740028
c1ccc2c3c(ccc2c1)c4cccc5cccc3c45,252.31599999999997,5.640400000000003,0,0.0,0,-2.3583130366810656
CCC=C,56.108,1.5824,0,0.0,1,0.5345334832631795
c2ccc1scnc1c2 ,135.191,2.2962999999999996,2,12.89,0,0.744575144777283
ClCCl,84.93299999999999,1.4215,0,0.0,0,1.1598847936801697
Clc1cc(Cl)cc(Cl)c1,181.449,3.6468000000000007,0,0.0,0,-0.677979744568237
ClCCBr,143.411,1.6200999999999999,0,0.0,1,0.8305012790330527
Cc2c(N)c(=O)n(c1ccccc1)n2C,203.245,1.0666200000000003,5,52.95,1,1.162748998155362
ClC(Br)Br,208.28,2.2986000000000004,0,0.0,0,0.5536281797644617
Cc1cccc(c1)N(=O)=O,137.138,1.90322,2,43.14,1,0.29584977699715265
CC1=CCC(CC1)C(C)=C,136.238,3.308900000000002,0,0.0,1,-0.5729589138111849
OC1CCCCCCC1,128.215,2.0915999999999997,2,20.23,0,0.8448223014090143
CN2C(=O)CN=C(c1ccccc1)c3cc(Cl)ccc23,284.74600000000004,3.153800000000002,2,32.67,1,-0.33141100306996585
CC(C)N(=O)=O,89.094,0.6715,2,43.14,1,1.16465846780549
OC(C1=CC2C5C(C1C2=C(c3ccccc3)c4ccccn4)C(=O)NC5=O)(c6ccccc6)c7ccccn7 ,511.5810000000002,4.289400000000002,7,92.18,5,-0.41590503508813936
Cc3nnc4CN=C(c1ccccc1Cl)c2cc(Cl)ccc2n34,343.2170000000001,4.233520000000003,4,43.07,1,-0.4918064536807358
CBr,94.939,1.0110999999999999,0,0.0,0,1.0835060076750411
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc2cccc(Oc3ccccc3)c2,391.2940000000001,6.113300000000004,3,35.53,6,-1.542492128663786
C/C=C/C=O,70.09100000000001,0.7614000000000001,1,17.07,1,1.6133838355856205
CCCCC(C)(C)O,116.20399999999998,1.9475000000000002,2,20.23,3,0.9450694580407455
OC1C(O)C(O)C(O)C(O)C1O,180.156,-3.8346000000000005,12,121.38000000000001,0,1.6277048579615823
CC(=O)Nc1ccccc1,135.16599999999997,1.6449999999999998,2,29.1,1,0.8257276049077321
CC1=C(CCCO1)C(=O)Nc2ccccc2 ,217.26800000000003,2.709500000000001,3,38.33,2,0.23856568749330617
Clc1ccccc1Br,191.45499999999998,3.1025,0,0.0,0,-0.06217578240188756
Nc1cccc2ccccc12,143.189,2.4220000000000006,2,26.02,0,0.5440808315138206
Clc1ccc(cc1)C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,354.491,6.495500000000002,0,0.0,2,-1.9525507360288203
CC(C)SC(C)C,118.24499999999999,2.5364000000000004,1,0.0,2,0.3913232595035633
CCCCCCCCC,128.259,3.7569000000000026,0,0.0,6,-1.3462941221131117
CCCCC(=O)C,100.16099999999999,1.7656,1,17.07,3,1.0787323335497205
C=CC=C,54.09199999999999,1.3584,0,0.0,1,0.5679492021404231
O=C1NC(=O)NC(=O)C1(CC)c1ccccc1,232.239,0.7003999999999997,5,75.27000000000001,2,0.35217913167593495
CC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,330.4680000000001,4.450000000000004,3,43.370000000000005,1,-1.0140464029908025
COP(=S)(OC)Oc1ccc(N(=O)=O)c(C)c1,277.238,2.7993200000000007,6,70.83000000000001,5,-0.4679380830541332
